Date,TargetCountry,TargetCountryCode,ReceivingCountry,ReceivingCountryCode,Action,NumArticles,AvgTone,AvgGoldsteinScale,Action Name
20170808,1,2,13,2,30,3,4.966887417,4,"Express intent to cooperate, not specified below"
20170808,1,2,12,2,110,6,-2.681992337,-2,"Disapprove, not specified below"
20170808,1,2,23,2,111,5,1.442307692,-2,Criticize or denounce
20170808,1,2,40,2,112,3,-9.322033898,-2,"Accuse, not specified below"
20170809,1,2,13,2,30,3,4.970760234,4,"Express intent to cooperate, not specified below"
20170809,1,2,27,2,40,4,0.418410042,1,"Consult, not specified below"
20170809,1,2,15,2,60,6,2.955665025,6,"Engage in material cooperation, not specified below"
20170809,1,2,12,2,110,6,-0.513610683,-2,"Disapprove, not specified below"
20170809,1,2,40,2,112,3,-8.366533865,-2,"Accuse, not specified below"
20170810,1,2,15,2,10,3,2.678571429,0,"Make statement, not specified below"
20170810,1,2,22,2,36,12,7.47185261,4,Express intent to meet or negotiate
20170811,1,2,5,2,141,2,1.415929204,-6.5,"Demonstrate or rally, not specified below"
20170811,1,2,9,2,52,6,-5.322128852,3.5,Defend verbally
20170811,1,2,5,2,10,10,1.305483029,0,"Make statement, not specified below"
20170811,1,2,22,2,36,6,7.530120482,4,Express intent to meet or negotiate
20170811,1,2,23,2,46,16,4.180064309,7,Engage in negotiation
20170811,1,2,44,2,90,16,0.070251386,-2,"Investigate, not specified below"
20170812,1,2,41,2,43,1,4.98960499,2.8,Host a visit
20170812,1,2,21,2,57,6,-3.754022167,8,Sign formal agreement
20170813,1,2,5,2,10,10,2.015775635,0,"Make statement, not specified below"
20170814,1,2,22,2,36,6,7.366482505,4,Express intent to meet or negotiate
20170814,1,2,24,2,51,3,7.488986784,3.4,Praise or endorse
20170814,1,2,15,2,111,5,3.931203931,-2,Criticize or denounce
20170815,1,2,22,2,36,6,7.366482505,4,Express intent to meet or negotiate
20170816,1,2,9,2,36,4,0.346020761,4,Express intent to meet or negotiate
20170816,1,2,22,2,36,6,7.188353048,4,Express intent to meet or negotiate
20170816,1,2,15,2,46,6,0,7,Engage in negotiation
20170816,1,2,23,2,84,4,3.974562798,7,"Return, release, not specified below"
20170816,1,2,20,2,111,2,-3.394255875,-2,Criticize or denounce
20170817,1,2,22,2,36,6,7.299270073,4,Express intent to meet or negotiate
20170817,1,2,27,2,36,4,3.383084577,4,Express intent to meet or negotiate
20170817,1,2,27,2,50,10,-0.294985251,3.5,"Engage in diplomatic cooperation, not specified below"
20170817,1,2,8,2,110,4,-5.614035088,-2,"Disapprove, not specified below"
20170817,1,2,13,2,111,2,4.721930745,-2,Criticize or denounce
20170817,1,2,23,2,130,3,-0.729927007,-4.4,"Threaten, not specified below"
20170817,1,2,23,2,160,2,-5.841325196,-4,"Reduce relations, not specified below"
20170817,1,2,21,2,173,4,-5.698005698,-5,"Arrest, detain, or charge with legal action"
20170818,1,2,5,2,10,10,1.437024514,0,"Make statement, not specified below"
20170818,1,2,23,2,10,10,0.579710145,0,"Make statement, not specified below"
20170818,1,2,22,2,36,6,7.299270073,4,Express intent to meet or negotiate
20170818,1,2,5,2,61,6,2.227934876,6.4,Cooperate economically
20170819,1,2,5,2,10,10,0.699300699,0,"Make statement, not specified below"
20170819,1,2,22,2,36,6,7.299270073,4,Express intent to meet or negotiate
20170819,1,2,22,2,40,3,-0.475435816,1,"Consult, not specified below"
20170820,1,2,5,2,10,20,0.886110442,0,"Make statement, not specified below"
20170821,1,2,22,2,36,6,7.299270073,4,Express intent to meet or negotiate
20170821,1,2,43,2,42,2,1.27388535,1.9,Make a visit
20170821,1,2,23,2,110,6,0.740740741,-2,"Disapprove, not specified below"
20170821,1,2,13,2,111,2,4.872881356,-2,Criticize or denounce
20170821,1,2,19,2,190,6,-5.119453925,-10,"Use conventional military force, not specified below"
20170822,1,2,5,2,10,10,1.046207498,0,"Make statement, not specified below"
20170822,1,2,23,2,10,6,2.898550725,0,"Make statement, not specified below"
20170822,1,2,33,2,10,6,3.354632588,0,"Make statement, not specified below"
20170822,1,2,22,2,36,12,7.299270073,4,Express intent to meet or negotiate
20170822,1,2,23,2,51,4,3.038674033,3.4,Praise or endorse
20170822,1,2,5,2,61,10,0.883392226,6.4,Cooperate economically
20170822,1,2,5,2,71,10,0.883392226,7.4,Provide economic aid
20170822,1,2,23,2,173,2,-0.927643785,-5,"Arrest, detain, or charge with legal action"
20170823,1,2,15,2,17,5,6.136363636,0,Engage in symbolic act
20170823,1,2,22,2,36,6,7.299270073,4,Express intent to meet or negotiate
20170823,1,2,14,2,40,5,-1.590106007,1,"Consult, not specified below"
20170823,1,2,5,2,84,6,1.675041876,7,"Return, release, not specified below"
20170824,1,2,22,2,36,6,7.299270073,4,Express intent to meet or negotiate
20170824,1,2,14,2,40,5,-1.196581197,1,"Consult, not specified below"
20170825,1,2,2,2,20,4,1.356350185,3,"Make an appeal or request, not specified below"
20170825,1,2,22,2,36,6,7.299270073,4,Express intent to meet or negotiate
20170825,1,2,27,2,46,3,-6.160939524,7,Engage in negotiation
20170825,1,2,2,2,120,4,1.356350185,-4,"Reject, not specified below"
20170825,1,2,27,2,160,4,-6.17171152,-4,"Reduce relations, not specified below"
20170825,1,2,40,2,190,6,-10.11673152,-10,"Use conventional military force, not specified below"
20170826,1,2,14,2,36,2,3.964757709,4,Express intent to meet or negotiate
20170826,1,2,22,2,36,6,7.299270073,4,Express intent to meet or negotiate
20170826,1,2,27,2,46,2,-5.448298257,7,Engage in negotiation
20170826,1,2,27,2,160,1,-6.477732794,-4,"Reduce relations, not specified below"
20170828,1,2,5,2,20,4,3.401360544,3,"Make an appeal or request, not specified below"
20170830,1,2,23,2,73,10,0.590551181,7.4,Provide humanitarian aid
20170830,1,2,23,2,42,1,3.64806867,1.9,Make a visit
20170830,1,2,40,2,57,30,1.424253285,8,Sign formal agreement
20170830,1,2,9,2,60,6,2.054794521,6,"Engage in material cooperation, not specified below"
20170831,1,2,23,2,20,4,0.976290098,3,"Make an appeal or request, not specified below"
20170831,1,2,47,2,30,10,-1.567398119,4,"Express intent to cooperate, not specified below"
20170831,1,2,22,2,36,6,7.233273056,4,Express intent to meet or negotiate
20170831,1,2,42,2,51,3,-1.065719361,3.4,Praise or endorse
20170831,1,2,19,2,57,8,3.734142167,8,Sign formal agreement
20170831,1,2,40,2,57,10,2.898550725,8,Sign formal agreement
20170901,1,2,34,2,41,6,-0.426136364,1,Discuss by telephone
20170901,1,2,5,2,10,10,0.700525394,0,"Make statement, not specified below"
20170901,1,2,22,2,36,6,7.233273056,4,Express intent to meet or negotiate
20170901,1,2,5,2,61,10,0.700525394,6.4,Cooperate economically
20170902,1,2,5,2,10,10,1.522359657,0,"Make statement, not specified below"
20170902,1,2,11,2,10,8,-2.96735905,0,"Make statement, not specified below"
20170902,1,2,22,2,36,6,7.233273056,4,Express intent to meet or negotiate
20170902,1,2,12,2,190,6,-8.235294118,-10,"Use conventional military force, not specified below"
20170903,1,2,22,2,36,6,7.233273056,4,Express intent to meet or negotiate
20170904,1,2,5,2,124,8,-1.131221719,-4,"Refuse to yield, not specified below"
20170904,1,2,22,2,36,6,7.233273056,4,Express intent to meet or negotiate
20170904,1,2,33,2,36,12,2.352809991,4,Express intent to meet or negotiate
20170905,1,2,22,2,36,6,7.233273056,4,Express intent to meet or negotiate
20170905,1,2,33,2,36,6,3.389830508,4,Express intent to meet or negotiate
20170905,1,2,20,2,42,1,-1.430842607,1.9,Make a visit
20170905,1,2,27,2,84,3,-1.703703704,7,"Return, release, not specified below"
20170905,1,2,27,2,111,4,1.608132705,-2,Criticize or denounce
20170905,1,2,23,2,160,5,-3.375527426,-4,"Reduce relations, not specified below"
20170906,1,2,4,2,20,6,-3.65535248,3,"Make an appeal or request, not specified below"
20170906,1,2,5,2,20,8,7.051282051,3,"Make an appeal or request, not specified below"
20170906,1,2,22,2,36,6,7.233273056,4,Express intent to meet or negotiate
20170906,1,2,3,2,51,10,5.882352941,3.4,Praise or endorse
20170906,1,2,14,2,60,4,-0.563380282,6,"Engage in material cooperation, not specified below"
20170906,1,2,5,2,71,10,1.39494333,7.4,Provide economic aid
20170906,1,2,27,2,84,3,-1.557863501,7,"Return, release, not specified below"
20170907,1,2,23,2,10,6,2.69035533,0,"Make statement, not specified below"
20170907,1,2,22,2,36,6,7.233273056,4,Express intent to meet or negotiate
20170907,1,2,5,2,160,3,-4.12371134,-4,"Reduce relations, not specified below"
20170908,1,2,22,2,36,6,7.236335643,4,Express intent to meet or negotiate
20170908,1,2,8,2,43,1,-7.775768535,2.8,Host a visit
20170910,1,2,5,2,10,10,0.947459087,0,"Make statement, not specified below"
20170910,1,2,22,2,36,6,7.236335643,4,Express intent to meet or negotiate
20170911,1,2,2,2,353,24,-4.928131417,7,Express intent to release persons or property
20170911,1,2,5,2,10,24,1.092984175,0,"Make statement, not specified below"
20170911,1,2,10,2,36,2,-0.440528634,4,Express intent to meet or negotiate
20170911,1,2,22,2,36,6,7.236335643,4,Express intent to meet or negotiate
20170911,1,2,11,2,60,4,-3.827751196,6,"Engage in material cooperation, not specified below"
20170911,1,2,5,2,61,10,0.757575758,6.4,Cooperate economically
20170912,1,2,40,2,10,8,2.417962003,0,"Make statement, not specified below"
20170912,1,2,22,2,36,6,7.236335643,4,Express intent to meet or negotiate
20170912,1,2,2,2,42,2,3.931451613,1.9,Make a visit
20170912,1,2,2,2,100,6,-4.117647059,-5,"Demand, not specified below"
20170913,1,2,36,2,30,6,1.182432432,4,"Express intent to cooperate, not specified below"
20170913,1,2,22,2,36,6,7.236335643,4,Express intent to meet or negotiate
20170913,1,2,5,2,51,5,6.068965517,3.4,Praise or endorse
20170913,1,2,40,2,173,6,-1.623376623,-5,"Arrest, detain, or charge with legal action"
20170914,1,2,9,2,138,8,-6.054983245,-7,"Threaten with military force, not specified below"
20170914,1,2,23,2,10,2,0,0,"Make statement, not specified below"
20170914,1,2,22,2,36,6,7.236335643,4,Express intent to meet or negotiate
20170914,1,2,23,2,42,4,3.096004908,1.9,Make a visit
20170914,1,2,23,2,43,1,-2.90237467,2.8,Host a visit
20170914,1,2,11,2,120,10,-4.807692308,-4,"Reject, not specified below"
20170914,1,2,40,2,173,6,-2.339181287,-5,"Arrest, detain, or charge with legal action"
20170915,1,2,22,2,30,6,5,4,"Express intent to cooperate, not specified below"
20170915,1,2,22,2,36,6,7.19754977,4,Express intent to meet or negotiate
20170915,1,2,21,2,40,5,1.769911504,1,"Consult, not specified below"
20170915,1,2,23,2,43,1,-2.917771883,2.8,Host a visit
20170916,1,2,5,2,10,10,1.516503122,0,"Make statement, not specified below"
20170916,1,2,23,2,42,6,0.835073069,1.9,Make a visit
20170916,1,2,14,2,51,10,1.943198804,3.4,Praise or endorse
20170917,1,2,9,2,60,3,3.428571429,6,"Engage in material cooperation, not specified below"
20170918,1,2,31,2,10,6,1.958224543,0,"Make statement, not specified below"
20170918,1,2,22,2,36,6,7.19754977,4,Express intent to meet or negotiate
20170918,1,2,12,2,120,3,2.375809935,-4,"Reject, not specified below"
20170919,1,2,5,2,10,10,0.820419325,0,"Make statement, not specified below"
20170919,1,2,40,2,10,16,0.2091314,0,"Make statement, not specified below"
20170919,1,2,22,2,36,6,7.050796058,4,Express intent to meet or negotiate
20170919,1,2,40,2,51,12,-2.690275331,3.4,Praise or endorse
20170919,1,2,41,2,61,6,-0.42462845,6.4,Cooperate economically
20170919,1,2,40,2,90,3,3.610675039,-2,"Investigate, not specified below"
20170919,1,2,14,2,110,10,-2.413793103,-2,"Disapprove, not specified below"
20170919,1,2,41,2,120,6,-0.42462845,-4,"Reject, not specified below"
20170920,1,2,40,2,10,8,0.332502078,0,"Make statement, not specified below"
20170920,1,2,12,2,36,10,0,4,Express intent to meet or negotiate
20170920,1,2,22,2,36,6,7.050796058,4,Express intent to meet or negotiate
20170920,1,2,40,2,51,6,-3.597122302,3.4,Praise or endorse
20170920,1,2,23,2,60,6,3.183520599,6,"Engage in material cooperation, not specified below"
20170920,1,2,31,2,60,6,-0.564174894,6,"Engage in material cooperation, not specified below"
20170920,1,2,23,2,71,6,3.183520599,7.4,Provide economic aid
20170921,1,2,46,2,37,10,-3.08988764,5,Express intent to settle dispute
20170921,1,2,5,2,10,10,0.732600733,0,"Make statement, not specified below"
20170921,1,2,22,2,36,6,7.050796058,4,Express intent to meet or negotiate
20170922,1,2,8,2,12,10,0.448430493,-0.4,Make pessimistic comment
20170922,1,2,2,2,30,2,2.252252252,4,"Express intent to cooperate, not specified below"
20170922,1,2,22,2,36,6,7.050796058,4,Express intent to meet or negotiate
20170922,1,2,11,2,40,6,1.639344262,1,"Consult, not specified below"
20170922,1,2,41,2,61,6,0,6.4,Cooperate economically
20170922,1,2,41,2,120,6,0,-4,"Reject, not specified below"
20170923,1,2,5,2,10,10,1.121495327,0,"Make statement, not specified below"
20170924,1,2,36,2,51,5,0.149925037,3.4,Praise or endorse
20170925,1,2,5,2,20,20,-0.045548857,3,"Make an appeal or request, not specified below"
20170925,1,2,23,2,20,5,-0.64516129,3,"Make an appeal or request, not specified below"
20170925,1,2,22,2,36,6,7.050796058,4,Express intent to meet or negotiate
20170925,1,2,36,2,51,5,0.178253119,3.4,Praise or endorse
20170925,1,2,20,2,57,20,0.916977874,8,Sign formal agreement
20170925,1,2,8,2,120,10,0.451467269,-4,"Reject, not specified below"
20170926,1,2,32,2,10,4,2.863436123,0,"Make statement, not specified below"
20170926,1,2,5,2,20,6,-0.04180602,3,"Make an appeal or request, not specified below"
20170926,1,2,22,2,36,6,7.050796058,4,Express intent to meet or negotiate
20170926,1,2,14,2,57,6,3.499464356,8,Sign formal agreement
20170926,1,2,27,2,57,6,0.198019802,8,Sign formal agreement
20170927,1,2,11,2,20,4,-0.457665904,3,"Make an appeal or request, not specified below"
20170927,1,2,14,2,30,2,7.868852459,4,"Express intent to cooperate, not specified below"
20170927,1,2,22,2,36,6,7.050796058,4,Express intent to meet or negotiate
20170927,1,2,22,2,46,6,-1.083032491,7,Engage in negotiation
20170927,1,2,14,2,57,1,7.868852459,8,Sign formal agreement
20170927,1,2,22,2,311,3,1.748251748,5.2,Express intent to cooperate economically
20170928,1,2,5,2,46,2,2.083333333,7,Engage in negotiation
20170928,1,2,14,2,57,6,3.021978022,8,Sign formal agreement
20170928,1,2,5,2,71,6,0.44576523,7.4,Provide economic aid
20170929,1,2,20,2,10,10,1.639344262,0,"Make statement, not specified below"
20170929,1,2,14,2,20,10,4.417670683,3,"Make an appeal or request, not specified below"
20170929,1,2,14,2,36,6,-4.545454545,4,Express intent to meet or negotiate
20170929,1,2,14,2,57,8,6.160721559,8,Sign formal agreement
20170930,1,2,14,2,61,10,-0.56980057,6.4,Cooperate economically
20171001,1,2,14,2,36,6,-3.731343284,4,Express intent to meet or negotiate
20171002,1,2,23,2,42,10,0.444049734,1.9,Make a visit
20171002,1,2,41,2,111,10,0.898203593,-2,Criticize or denounce
20171003,1,2,40,2,231,3,2.077151335,3.4,Appeal for economic aid
20171003,1,2,5,2,36,2,1.041666667,4,Express intent to meet or negotiate
20171003,1,2,23,2,40,3,-2.745098039,1,"Consult, not specified below"
20171003,1,2,27,2,40,6,3.435114504,1,"Consult, not specified below"
20171003,1,2,12,2,42,6,1.015965167,1.9,Make a visit
20171003,1,2,23,2,60,6,1.294498382,6,"Engage in material cooperation, not specified below"
20171003,1,2,23,2,71,6,1.294498382,7.4,Provide economic aid
20171003,1,2,40,2,71,3,2.077151335,7.4,Provide economic aid
20171003,1,2,41,2,111,10,1.111111111,-2,Criticize or denounce
20171003,1,2,40,2,311,3,2.077151335,5.2,Express intent to cooperate economically
20171004,1,2,5,2,10,2,-2.203389831,0,"Make statement, not specified below"
20171004,1,2,19,2,20,1,1.470588235,3,"Make an appeal or request, not specified below"
20171004,1,2,15,2,36,10,0,4,Express intent to meet or negotiate
20171004,1,2,13,2,50,10,5.142857143,3.5,"Engage in diplomatic cooperation, not specified below"
20171004,1,2,45,2,60,4,1.257861635,6,"Engage in material cooperation, not specified below"
20171004,1,2,27,2,80,10,2,5,"Yield, not specified below"
20171005,1,2,2,2,10,2,1.104972376,0,"Make statement, not specified below"
20171005,1,2,5,2,46,10,-1.31826742,7,Engage in negotiation
20171005,1,2,40,2,51,1,0.446428571,3.4,Praise or endorse
20171005,1,2,2,2,84,5,3.878116343,7,"Return, release, not specified below"
20171005,1,2,2,2,90,5,3.878116343,-2,"Investigate, not specified below"
20171005,1,2,5,2,120,10,-1.31826742,-4,"Reject, not specified below"
20171006,1,2,40,2,51,1,0.446428571,3.4,Praise or endorse
20171007,1,2,23,2,10,10,1.022304833,0,"Make statement, not specified below"
20171007,1,2,8,2,20,4,-0.966183575,3,"Make an appeal or request, not specified below"
20171007,1,2,8,2,50,2,1.351351351,3.5,"Engage in diplomatic cooperation, not specified below"
20171007,1,2,23,2,61,10,1.022304833,6.4,Cooperate economically
20171007,1,2,23,2,111,1,0.524934383,-2,Criticize or denounce
20171008,1,2,5,2,20,4,1.699716714,3,"Make an appeal or request, not specified below"
20171008,1,2,6,2,43,6,-3.139013453,2.8,Host a visit
20171008,1,2,42,2,60,5,0.234466589,6,"Engage in material cooperation, not specified below"
20171009,1,2,41,2,10,10,-9.621115368,0,"Make statement, not specified below"
20171009,1,2,40,2,20,10,1.639344262,3,"Make an appeal or request, not specified below"
20171009,1,2,30,2,100,3,6.683168317,-5,"Demand, not specified below"
20171010,1,2,15,2,10,10,1.19047619,0,"Make statement, not specified below"
20171010,1,2,41,2,36,10,0.444444444,4,Express intent to meet or negotiate
20171010,1,2,2,2,51,2,1.269035533,3.4,Praise or endorse
20171010,1,2,13,2,112,2,-3.897116134,-2,"Accuse, not specified below"
20171010,1,2,22,2,311,3,1.19047619,5.2,Express intent to cooperate economically
20171011,1,2,5,2,10,10,1.886792453,0,"Make statement, not specified below"
20171011,1,2,2,2,40,10,4.121863799,1,"Consult, not specified below"
20171011,1,2,8,2,43,2,0.961538462,2.8,Host a visit
20171011,1,2,8,2,50,10,-2.692307692,3.5,"Engage in diplomatic cooperation, not specified below"
20171011,1,2,2,2,60,2,0.203665988,6,"Engage in material cooperation, not specified below"
20171011,1,2,8,2,60,5,0.122249389,6,"Engage in material cooperation, not specified below"
20171011,1,2,27,2,130,2,-1.024800164,-4.4,"Threaten, not specified below"
20171012,1,2,14,2,40,5,1.388888889,1,"Consult, not specified below"
20171012,1,2,17,2,71,5,0.341005968,7.4,Provide economic aid
20171012,1,2,5,2,84,16,0.740740741,7,"Return, release, not specified below"
20171012,1,2,23,2,112,2,-5.673316708,-2,"Accuse, not specified below"
20171012,1,2,40,2,112,2,-0.835945664,-2,"Accuse, not specified below"
20171013,1,2,23,2,10,4,-1.235840652,0,"Make statement, not specified below"
20171013,1,2,20,2,51,5,0.476947536,3.4,Praise or endorse
20171013,1,2,27,2,110,6,0.619195046,-2,"Disapprove, not specified below"
20171014,1,2,23,2,10,2,-2.233676976,0,"Make statement, not specified below"
20171014,1,2,31,2,36,2,2.615012107,4,Express intent to meet or negotiate
20171014,1,2,30,2,46,6,1.825557809,7,Engage in negotiation
20171014,1,2,8,2,112,1,-3.386004515,-2,"Accuse, not specified below"
20171014,1,2,9,2,130,6,-2.147651007,-4.4,"Threaten, not specified below"
20171015,1,2,23,2,10,2,-2.233676976,0,"Make statement, not specified below"
20171015,1,2,2,2,110,1,-4.07239819,-2,"Disapprove, not specified below"
20171015,1,2,41,2,111,10,0.898203593,-2,Criticize or denounce
20171015,1,2,9,2,130,6,-1.674641148,-4.4,"Threaten, not specified below"
20171016,1,2,40,2,25,6,-6.766917293,-0.3,"Appeal to yield, not specified below"
20171016,1,2,2,2,57,6,1.821862348,8,Sign formal agreement
20171016,1,2,20,2,57,20,0.44685042,8,Sign formal agreement
20171016,1,2,38,2,112,6,-6.741573034,-2,"Accuse, not specified below"
20171016,1,2,20,2,120,20,0.44685042,-4,"Reject, not specified below"
20171017,1,2,9,2,186,5,4.347826087,-10,Assassinate
20171017,1,2,5,2,20,2,1.031725561,3,"Make an appeal or request, not specified below"
20171017,1,2,23,2,30,10,3.95256917,4,"Express intent to cooperate, not specified below"
20171017,1,2,40,2,50,6,-1.570680628,3.5,"Engage in diplomatic cooperation, not specified below"
20171017,1,2,8,2,60,6,1.677148847,6,"Engage in material cooperation, not specified below"
20171018,1,2,23,2,171,6,1.815642458,-9.2,"Seize or damage property, not specified below"
20171018,1,2,5,2,10,10,1.374885426,0,"Make statement, not specified below"
20171018,1,2,31,2,10,18,2.233435007,0,"Make statement, not specified below"
20171018,1,2,17,2,13,6,0.367647059,0.4,Make optimistic comment
20171018,1,2,5,2,84,2,2.487562189,7,"Return, release, not specified below"
20171018,1,2,9,2,100,2,-0.472813239,-5,"Demand, not specified below"
20171018,1,2,27,2,110,10,-3.374777975,-2,"Disapprove, not specified below"
20171018,1,2,23,2,112,2,-4.545454545,-2,"Accuse, not specified below"
20171019,1,2,20,2,44,6,1.025641026,2.5,Meet at a ”third” location
20171019,1,2,39,2,186,10,-2,-10,Assassinate
20171019,1,2,13,2,42,4,-2.317880795,1.9,Make a visit
20171019,1,2,18,2,71,10,1.739130435,7.4,Provide economic aid
20171019,1,2,27,2,80,4,0.424178155,5,"Yield, not specified below"
20171020,1,2,5,2,30,3,-3.495994173,4,"Express intent to cooperate, not specified below"
20171020,1,2,23,2,42,4,-2.49343832,1.9,Make a visit
20171020,1,2,13,2,50,5,-3.623188406,3.5,"Engage in diplomatic cooperation, not specified below"
20171020,1,2,44,2,90,12,0.183486239,-2,"Investigate, not specified below"
20171020,1,2,27,2,110,10,-3.405017921,-2,"Disapprove, not specified below"
20171020,1,2,14,2,111,6,-1.51187905,-2,Criticize or denounce
20171021,1,2,14,2,13,6,-0.601202405,0.4,Make optimistic comment
20171021,1,2,44,2,90,6,0.355239787,-2,"Investigate, not specified below"
20171022,1,2,30,2,51,2,5.156950673,3.4,Praise or endorse
20171022,1,2,40,2,120,4,1.661129568,-4,"Reject, not specified below"
20171023,1,2,8,2,180,2,-3.625377644,-9,"Use unconventional violence, not specified below"
20171023,1,2,8,2,1821,2,-2.573807721,-9,Sexually assault
20171023,1,2,12,2,128,4,-2.385685885,-5,"Defy norms, law"
20171023,1,2,5,2,36,10,1.749893299,4,Express intent to meet or negotiate
20171023,1,2,23,2,42,2,-2.949061662,1.9,Make a visit
20171023,1,2,20,2,84,2,2.557544757,7,"Return, release, not specified below"
20171023,1,2,8,2,112,4,-3.099592682,-2,"Accuse, not specified below"
20171023,1,2,40,2,311,6,2.702702703,5.2,Express intent to cooperate economically
20171024,1,2,16,2,35,6,1.219512195,7,"Express intent to yield, not specified below"
20171024,1,2,14,2,20,2,1.121495327,3,"Make an appeal or request, not specified below"
20171024,1,2,9,2,57,5,-0.589622642,8,Sign formal agreement
20171025,1,2,13,2,111,6,4.355716878,-2,Criticize or denounce
20171025,1,2,15,2,111,3,0.636942675,-2,Criticize or denounce
20171025,1,2,27,2,130,6,-1.625135428,-4.4,"Threaten, not specified below"
20171026,1,2,5,2,10,8,0.456100342,0,"Make statement, not specified below"
20171026,1,2,24,2,10,20,-0.199195544,0,"Make statement, not specified below"
20171026,1,2,13,2,13,4,1.366459627,0.4,Make optimistic comment
20171026,1,2,24,2,51,10,0.451467269,3.4,Praise or endorse
20171026,1,2,4,2,112,1,-7.575757576,-2,"Accuse, not specified below"
20171026,1,2,24,2,120,10,0.451467269,-4,"Reject, not specified below"
20171026,1,2,27,2,130,6,-7.317073171,-4.4,"Threaten, not specified below"
20171026,1,2,23,2,173,1,-4.526748971,-5,"Arrest, detain, or charge with legal action"
20171027,1,2,2,2,30,1,2.086049544,4,"Express intent to cooperate, not specified below"
20171027,1,2,27,2,40,6,0.945626478,1,"Consult, not specified below"
20171027,1,2,27,2,43,6,0.945626478,2.8,Host a visit
20171028,1,2,20,2,100,6,1.824817518,-5,"Demand, not specified below"
20171028,1,2,23,2,112,2,-5.687203791,-2,"Accuse, not specified below"
20171028,1,2,27,2,130,6,-1.551312649,-4.4,"Threaten, not specified below"
20171029,1,2,23,2,43,10,0.747065101,2.8,Host a visit
20171029,1,2,27,2,130,6,-1.70109356,-4.4,"Threaten, not specified below"
20171030,1,2,20,2,43,5,-0.279916025,2.8,Host a visit
20171030,1,2,27,2,130,12,-1.433767952,-4.4,"Threaten, not specified below"
20171031,1,2,27,2,20,10,3.402854007,3,"Make an appeal or request, not specified below"
20171031,1,2,37,2,20,2,-6.369426752,3,"Make an appeal or request, not specified below"
20171031,1,2,5,2,30,4,1.774691358,4,"Express intent to cooperate, not specified below"
20171031,1,2,40,2,51,3,-0.132275132,3.4,Praise or endorse
20171031,1,2,8,2,57,10,2.734375,8,Sign formal agreement
20171031,1,2,27,2,57,6,0.55401662,8,Sign formal agreement
20171031,1,2,9,2,90,3,-1.438848921,-2,"Investigate, not specified below"
20171031,1,2,27,2,130,6,-1.551312649,-4.4,"Threaten, not specified below"
20171031,1,2,23,2,172,4,-6.417112299,-5,"Impose administrative sanctions, not specified below"
20171101,1,2,5,2,10,20,0.462237939,0,"Make statement, not specified below"
20171101,1,2,23,2,10,6,-2.085889571,0,"Make statement, not specified below"
20171101,1,2,12,2,36,6,4.705882353,4,Express intent to meet or negotiate
20171101,1,2,23,2,42,2,-4.02892562,1.9,Make a visit
20171101,1,2,27,2,130,6,-1.551312649,-4.4,"Threaten, not specified below"
20171102,1,2,40,2,20,5,1.45137881,3,"Make an appeal or request, not specified below"
20171102,1,2,38,2,30,6,0.862068966,4,"Express intent to cooperate, not specified below"
20171102,1,2,26,2,57,2,0.680272109,8,Sign formal agreement
20171102,1,2,47,2,71,5,2.876480541,7.4,Provide economic aid
20171102,1,2,27,2,130,6,-1.551312649,-4.4,"Threaten, not specified below"
20171103,1,2,5,2,20,1,1.396648045,3,"Make an appeal or request, not specified below"
20171103,1,2,27,2,51,10,-0.617283951,3.4,Praise or endorse
20171103,1,2,23,2,57,2,1.140684411,8,Sign formal agreement
20171103,1,2,8,2,112,1,-4.678362573,-2,"Accuse, not specified below"
20171104,1,2,40,2,13,3,-1.507537688,0.4,Make optimistic comment
20171105,1,2,28,2,186,10,-0.887454619,-10,Assassinate
20171105,1,2,5,2,10,10,1.483420593,0,"Make statement, not specified below"
20171106,1,2,35,2,192,5,0.711743772,-9.5,Occupy territory
20171106,1,2,5,2,10,20,0,0,"Make statement, not specified below"
20171106,1,2,41,2,10,6,1.6,0,"Make statement, not specified below"
20171106,1,2,11,2,12,6,0.0999001,-0.4,Make pessimistic comment
20171106,1,2,10,2,20,2,2.242152466,3,"Make an appeal or request, not specified below"
20171106,1,2,19,2,40,10,5.325443787,1,"Consult, not specified below"
20171107,1,2,41,2,43,6,4.231884058,2.8,Host a visit
20171107,1,2,23,2,110,2,-0.473453013,-2,"Disapprove, not specified below"
20171107,1,2,40,2,120,6,-0.284900285,-4,"Reject, not specified below"
20171108,1,2,2,2,17,2,2.123142251,0,Engage in symbolic act
20171108,1,2,37,2,41,10,-4.225352113,1,Discuss by telephone
20171108,1,2,9,2,43,5,0.083892617,2.8,Host a visit
20171108,1,2,23,2,110,6,-3.993055556,-2,"Disapprove, not specified below"
20171109,1,2,40,2,10,3,-0.271493213,0,"Make statement, not specified below"
20171109,1,2,2,2,12,4,-0.337837838,-0.4,Make pessimistic comment
20171109,1,2,14,2,60,6,0,6,"Engage in material cooperation, not specified below"
20171109,1,2,20,2,60,2,5.414012739,6,"Engage in material cooperation, not specified below"
20171109,1,2,23,2,80,6,0,5,"Yield, not specified below"
20171109,1,2,11,2,111,3,0.162601626,-2,Criticize or denounce
20171110,1,2,5,2,30,3,1.018675722,4,"Express intent to cooperate, not specified below"
20171110,1,2,41,2,40,2,1.664684899,1,"Consult, not specified below"
