Date,TargetCountry,TargetCountryCode,ReceivingCountry,ReceivingCountryCode,Action,NumArticles,AvgTone,AvgGoldsteinScale,Action Name,TargetCountryName,TargetCountryCodeName,ReceivingCountryName,ReceivingCountryCodeName
20160111,1,2,1,1,111,10,-2.587176603,-2,"Make statement, not specified below",USA,BUS,USA,GOV
20160111,1,2,1,1,172,2,1.25,-5,Appeal,USA,BUS,USA,GOV
20160111,1,2,1,1,190,5,0.117370892,-10,Engage in Diplomatic cooperation,USA,BUS,USA,GOV
20160112,1,2,1,1,18,2,1.684717208,3.4,Appeal,USA,BUS,USA,GOV
20160112,1,2,1,1,35,12,1.62851537,7,Make pessimistic comment,USA,BUS,USA,GOV
20160112,1,2,1,1,141,10,1.277955272,-6.5,"Make statement, not specified below",USA,BUS,USA,GOV
20160112,1,2,1,1,186,12,-4.181034483,-10,Make pessimistic comment,USA,BUS,USA,GOV
20160112,1,2,1,1,10,18,-2.429048403,0,Make empathetic comment,USA,BUS,USA,GOV
20160112,1,2,1,1,13,17,-0.222944947,0.4,Engage in symbolic act,USA,BUS,USA,GOV
20160112,1,2,1,1,20,14,-0.138607266,3,Consider policy option,USA,BUS,USA,GOV
20160112,1,2,1,1,40,14,-2.241853957,1,Consider policy option,USA,BUS,USA,GOV
20160112,1,2,1,1,42,18,-1.082054973,1.9,Make empathetic comment,USA,BUS,USA,GOV
20160112,1,2,1,1,43,22,-1.850635014,2.8,Appeal for diplomatic cooperation (such as policy support),USA,BUS,USA,GOV
20160112,1,2,1,1,46,5,-0.028767321,7,Engage in Diplomatic cooperation,USA,BUS,USA,GOV
20160112,1,2,1,1,51,19,0.389863548,3.4,Express accord,USA,BUS,USA,GOV
20160112,1,2,1,1,60,10,-0.429184549,6,"Make statement, not specified below",USA,BUS,USA,GOV
20160112,1,2,1,1,61,2,-0.379506641,6.4,Appeal,USA,BUS,USA,GOV
20160112,1,2,1,1,71,14,-1.017864326,7.4,Consider policy option,USA,BUS,USA,GOV
20160112,1,2,1,1,80,10,-1.730920535,5,"Make statement, not specified below",USA,BUS,USA,GOV
20160112,1,2,1,1,90,10,4.6875,-2,"Make statement, not specified below",USA,BUS,USA,GOV
20160112,1,2,1,1,100,10,-0.74906367,-5,"Make statement, not specified below",USA,BUS,USA,GOV
20160112,1,2,1,1,110,2,-0.862068966,-2,Appeal,USA,BUS,USA,GOV
20160112,1,2,1,1,190,7,-0.029550827,-10,Provide Aid,USA,BUS,USA,GOV
20160112,1,2,1,1,192,8,-0.944375674,-9.5,Yield,USA,BUS,USA,GOV
20160113,1,2,1,1,115,10,-3.015075377,-2,"Make statement, not specified below",USA,BUS,USA,GOV
20160113,1,2,1,1,186,2,-1.550387597,-10,Appeal,USA,BUS,USA,GOV
20160113,1,2,1,1,10,46,-2.098483962,0,Engage in negotiation,USA,BUS,USA,GOV
20160113,1,2,1,1,12,10,0.862068966,-0.4,"Make statement, not specified below",USA,BUS,USA,GOV
20160113,1,2,1,1,13,10,2.114803625,0.4,"Make statement, not specified below",USA,BUS,USA,GOV
20160113,1,2,1,1,20,39,0.12697862,3,Express intent to mediate,USA,BUS,USA,GOV
20160113,1,2,1,1,31,5,2.357107202,5.2,Engage in Diplomatic cooperation,USA,BUS,USA,GOV
20160113,1,2,1,1,40,32,-3.37940233,1,Express intent to engage in diplomatic cooperation (such as policy support),USA,BUS,USA,GOV
20160113,1,2,1,1,42,14,-0.546286735,1.9,Consider policy option,USA,BUS,USA,GOV
20160113,1,2,1,1,43,23,-1.489004931,2.8,"Appeal for aid, not specified below",USA,BUS,USA,GOV
20160113,1,2,1,1,46,20,-1.681398124,7,"Make an appeal or request, not specified below",USA,BUS,USA,GOV
20160113,1,2,1,1,50,2,2.464065708,3.5,Appeal,USA,BUS,USA,GOV
20160113,1,2,1,1,51,20,0.832668506,3.4,"Make an appeal or request, not specified below",USA,BUS,USA,GOV
20160113,1,2,1,1,71,2,0.4048583,7.4,Appeal,USA,BUS,USA,GOV
20160113,1,2,1,1,80,2,-0.299401198,5,Appeal,USA,BUS,USA,GOV
20160113,1,2,1,1,100,5,-3.994673768,-5,Engage in Diplomatic cooperation,USA,BUS,USA,GOV
20160113,1,2,1,1,110,17,-0.449319482,-2,Engage in symbolic act,USA,BUS,USA,GOV
20160113,1,2,1,1,111,10,-2.686567164,-2,"Make statement, not specified below",USA,BUS,USA,GOV
20160113,1,2,1,1,190,6,-3.468914628,-10,Engage in Material Cooperation,USA,BUS,USA,GOV
20160114,1,2,1,1,234,10,-0.676506765,3.4,"Make statement, not specified below",USA,BUS,USA,GOV
20160114,1,2,1,1,10,88,-0.1928075,0,#N/A,USA,BUS,USA,GOV
20160114,1,2,1,1,20,27,-0.74329207,3,Appeal to others to settle dispute,USA,BUS,USA,GOV
20160114,1,2,1,1,31,18,2.338039593,5.2,Make empathetic comment,USA,BUS,USA,GOV
20160114,1,2,1,1,36,23,-1.122390858,4,"Appeal for aid, not specified below",USA,BUS,USA,GOV
20160114,1,2,1,1,40,26,-1.737377586,1,Appeal to others to meet or negotiate,USA,BUS,USA,GOV
20160114,1,2,1,1,42,12,0.008132313,1.9,Make pessimistic comment,USA,BUS,USA,GOV
20160114,1,2,1,1,43,5,-1.439790576,2.8,Engage in Diplomatic cooperation,USA,BUS,USA,GOV
20160114,1,2,1,1,46,6,-1.01010101,7,Engage in Material Cooperation,USA,BUS,USA,GOV
20160114,1,2,1,1,51,11,2.528876244,3.400000048,Decline comment,USA,BUS,USA,GOV
20160114,1,2,1,1,70,3,-0.560747664,7,Express intent to cooperate,USA,BUS,USA,GOV
20160114,1,2,1,1,100,5,-3.735990037,-5,Engage in Diplomatic cooperation,USA,BUS,USA,GOV
20160114,1,2,1,1,110,5,0,-2,Engage in Diplomatic cooperation,USA,BUS,USA,GOV
20160114,1,2,1,1,120,6,-1.779359431,-4,Engage in Material Cooperation,USA,BUS,USA,GOV
20160114,1,2,1,1,190,20,-2.03365859,-10,"Make an appeal or request, not specified below",USA,BUS,USA,GOV
20160114,1,2,1,1,192,4,0.699387809,-9.5,Consult,USA,BUS,USA,GOV
20160115,1,2,1,1,15,2,-7.85046729,0,Appeal,USA,BUS,USA,GOV
20160115,1,2,1,1,44,5,-4.086265607,2.5,Engage in Diplomatic cooperation,USA,BUS,USA,GOV
20160115,1,2,1,1,91,2,-0.564971751,-2,Appeal,USA,BUS,USA,GOV
20160115,1,2,1,1,125,5,-4.086265607,-5,Engage in Diplomatic cooperation,USA,BUS,USA,GOV
20160115,1,2,1,1,10,10,-0.389686508,0,"Make statement, not specified below",USA,BUS,USA,GOV
20160115,1,2,1,1,12,10,-3.017832647,-0.4,"Make statement, not specified below",USA,BUS,USA,GOV
20160115,1,2,1,1,13,7,-3.879562756,0.4,Provide Aid,USA,BUS,USA,GOV
20160115,1,2,1,1,20,23,-1.747343555,3,"Appeal for aid, not specified below",USA,BUS,USA,GOV
20160115,1,2,1,1,30,16,-0.275242648,4,Deny responsibility,USA,BUS,USA,GOV
20160115,1,2,1,1,31,55,1.320198686,5.2,Apologize,USA,BUS,USA,GOV
20160115,1,2,1,1,36,4,-0.220264317,4,Consult,USA,BUS,USA,GOV
20160115,1,2,1,1,40,27,-0.729917187,1,Appeal to others to settle dispute,USA,BUS,USA,GOV
20160115,1,2,1,1,42,17,0.238106002,1.9,Engage in symbolic act,USA,BUS,USA,GOV
20160115,1,2,1,1,43,39,-1.414972803,2.8,Express intent to mediate,USA,BUS,USA,GOV
20160115,1,2,1,1,46,16,2.505018065,7,Deny responsibility,USA,BUS,USA,GOV
20160115,1,2,1,1,50,16,-0.555889423,3.5,Deny responsibility,USA,BUS,USA,GOV
20160115,1,2,1,1,51,16,-0.456283186,3.4,Deny responsibility,USA,BUS,USA,GOV
20160115,1,2,1,1,57,6,-1.687116564,8,Engage in Material Cooperation,USA,BUS,USA,GOV
20160115,1,2,1,1,60,6,0.131578947,6,Engage in Material Cooperation,USA,BUS,USA,GOV
20160115,1,2,1,1,71,5,-0.629464624,7.4,Engage in Diplomatic cooperation,USA,BUS,USA,GOV
20160115,1,2,1,1,110,10,0.397614314,-2,"Make statement, not specified below",USA,BUS,USA,GOV
20160115,1,2,1,1,120,4,-3.153218671,-4,Consult,USA,BUS,USA,GOV
20160115,1,2,1,1,130,6,-4.069050555,-4.4,Engage in Material Cooperation,USA,BUS,USA,GOV
20160116,1,2,1,1,10,10,0.684931507,0,"Make statement, not specified below",USA,BUS,USA,GOV
20160116,1,2,1,1,12,4,-2.649006623,-0.4,Consult,USA,BUS,USA,GOV
20160116,1,2,1,1,30,8,2.083958021,4,Yield,USA,BUS,USA,GOV
20160116,1,2,1,1,31,38,1.51044608,5.2,Express intent to accept mediation,USA,BUS,USA,GOV
20160116,1,2,1,1,36,6,1.57480315,4,Engage in Material Cooperation,USA,BUS,USA,GOV
20160116,1,2,1,1,40,15,-3.188099801,1,Acknowledge or claim responsibility,USA,BUS,USA,GOV
20160116,1,2,1,1,42,1,1.967213115,1.9,Make Public Statement,USA,BUS,USA,GOV
20160116,1,2,1,1,43,43,-2.332763683,2.8,Host a visit,USA,BUS,USA,GOV
20160116,1,2,1,1,50,10,-0.488997555,3.5,"Make statement, not specified below",USA,BUS,USA,GOV
20160116,1,2,1,1,51,13,2.71394789,3.4,Make optimistic comment,USA,BUS,USA,GOV
20160116,1,2,1,1,71,10,-7.177033493,7.4,"Make statement, not specified below",USA,BUS,USA,GOV
20160116,1,2,1,1,90,2,-0.506329114,-2,Appeal,USA,BUS,USA,GOV
20160116,1,2,1,1,110,5,0,-2,Engage in Diplomatic cooperation,USA,BUS,USA,GOV
20160116,1,2,1,1,111,12,-6.475303202,-2,Make pessimistic comment,USA,BUS,USA,GOV
20160116,1,2,1,1,112,22,-6.312085258,-2,Appeal for diplomatic cooperation (such as policy support),USA,BUS,USA,GOV
20160116,1,2,1,1,190,10,-1.612903226,-10,"Make statement, not specified below",USA,BUS,USA,GOV
20160117,1,2,1,1,10,1,-2.936096718,0,Make Public Statement,USA,BUS,USA,GOV
20160117,1,2,1,1,12,10,-2,-0.4,"Make statement, not specified below",USA,BUS,USA,GOV
20160117,1,2,1,1,31,21,1.148107635,5.2,"Appeal for material cooperation, not specified below",USA,BUS,USA,GOV
20160117,1,2,1,1,40,2,-0.810810811,1,Appeal,USA,BUS,USA,GOV
20160117,1,2,1,1,42,6,-0.881057269,1.9,Engage in Material Cooperation,USA,BUS,USA,GOV
20160117,1,2,1,1,43,12,7.818411097,2.8,Make pessimistic comment,USA,BUS,USA,GOV
20160117,1,2,1,1,46,4,3.558718861,7,Consult,USA,BUS,USA,GOV
20160117,1,2,1,1,50,10,-0.488997555,3.5,"Make statement, not specified below",USA,BUS,USA,GOV
20160117,1,2,1,1,51,10,-2,3.4,"Make statement, not specified below",USA,BUS,USA,GOV
20160117,1,2,1,1,57,8,-5.858585859,8,Yield,USA,BUS,USA,GOV
20160117,1,2,1,1,90,6,-2.614379085,-2,Engage in Material Cooperation,USA,BUS,USA,GOV
20160117,1,2,1,1,110,22,-1.50458629,-2,Appeal for diplomatic cooperation (such as policy support),USA,BUS,USA,GOV
20160117,1,2,1,1,120,2,-3.691275168,-4,Appeal,USA,BUS,USA,GOV
20160118,1,2,1,1,18,2,2.919708029,3.4,Appeal,USA,BUS,USA,GOV
20160118,1,2,1,1,874,2,-0.994035785,10,Appeal,USA,BUS,USA,GOV
20160118,1,2,1,1,10,18,4.853606026,0,Make empathetic comment,USA,BUS,USA,GOV
20160118,1,2,1,1,12,6,-2.127659574,-0.4,Engage in Material Cooperation,USA,BUS,USA,GOV
20160118,1,2,1,1,20,21,0.129305041,3,"Appeal for material cooperation, not specified below",USA,BUS,USA,GOV
