Date,TargetCountry,TargetCountryCode,ReceivingCountry,ReceivingCountryCode,Action,NumArticles,AvgTone,AvgGoldsteinScale,Action Name
20160108,1,1,41,2,111,5,3.249830738,-2,Criticize or denounce
20160109,1,1,5,2,20,10,0.537634432,3,"Make an appeal or request, not specified below"
20160109,1,1,9,2,90,6,-1.799485861,-2,"Investigate, not specified below"
20160110,1,1,41,2,42,6,-0.359281437,1.9,Make a visit
20160111,1,1,23,2,842,2,-1.048218029,7,"Return, release property"
20160111,1,1,37,2,26,8,1.985111663,4,Appeal to others to meet or negotiate
20160111,1,1,11,2,13,2,1.739130435,0.4,Make optimistic comment
20160111,1,1,23,2,20,2,-1.048218029,3,"Make an appeal or request, not specified below"
20160111,1,1,37,2,40,8,1.985111663,1,"Consult, not specified below"
20160111,1,1,5,2,51,10,0.352733686,3.4,Praise or endorse
20160111,1,1,40,2,51,1,1.794871795,3.4,Praise or endorse
20160111,1,1,23,2,120,5,-1.101321586,-4,"Reject, not specified below"
20160112,1,1,40,2,10,5,-0.126742712,0,"Make statement, not specified below"
20160112,1,1,9,2,20,18,-4.816457255,3,"Make an appeal or request, not specified below"
20160112,1,1,40,2,20,10,0.883977901,3,"Make an appeal or request, not specified below"
20160112,1,1,2,2,36,5,0,4,Express intent to meet or negotiate
20160112,1,1,5,2,42,6,-1.084990958,1.9,Make a visit
20160112,1,1,22,2,42,3,0.842358604,1.9,Make a visit
20160112,1,1,9,2,120,14,-1.822554262,-4,"Reject, not specified below"
20160112,1,1,41,2,120,10,-2.272727273,-4,"Reject, not specified below"
20160113,1,1,9,2,37,20,-3.446471292,5,Express intent to settle dispute
20160113,1,1,9,2,10,2,-2.97699594,0,"Make statement, not specified below"
20160113,1,1,9,2,13,4,-2.97699594,0.4,Make optimistic comment
20160113,1,1,8,2,20,4,2.5,3,"Make an appeal or request, not specified below"
20160113,1,1,41,2,20,10,-0.578034682,3,"Make an appeal or request, not specified below"
20160113,1,1,8,2,30,6,-4.128440367,4,"Express intent to cooperate, not specified below"
20160113,1,1,9,2,30,12,-3.446471292,4,"Express intent to cooperate, not specified below"
20160113,1,1,9,2,40,14,-3.425672022,1,"Consult, not specified below"
20160113,1,1,22,2,42,3,0.842358604,1.9,Make a visit
20160113,1,1,36,2,43,10,-4.150085276,2.8,Host a visit
20160113,1,1,40,2,43,5,0.207900208,2.8,Host a visit
20160113,1,1,40,2,50,4,0.207900208,3.5,"Engage in diplomatic cooperation, not specified below"
20160113,1,1,13,2,90,10,0.923076923,-2,"Investigate, not specified below"
20160113,1,1,9,2,112,6,-3.93442623,-2,"Accuse, not specified below"
20160113,1,1,9,2,120,14,-3.74243597,-4,"Reject, not specified below"
20160114,1,1,12,2,10,20,-8.712881713,0,"Make statement, not specified below"
20160114,1,1,9,2,40,12,-3.229881451,1,"Consult, not specified below"
20160114,1,1,37,2,40,2,1.377410468,1,"Consult, not specified below"
20160114,1,1,38,2,40,10,-2.877697842,1,"Consult, not specified below"
20160114,1,1,13,2,90,10,-1.870748299,-2,"Investigate, not specified below"
20160114,1,1,6,2,100,2,4.270462633,-5,"Demand, not specified below"
20160114,1,1,8,2,173,10,-4.564315353,-5,"Arrest, detain, or charge with legal action"
20160115,1,1,11,2,23,4,-2.834008097,3.4,"Appeal for aid, not specified below"
20160115,1,1,23,2,842,2,-1.75879397,7,"Return, release property"
20160115,1,1,16,2,12,1,-1.066666667,-0.4,Make pessimistic comment
20160115,1,1,9,2,13,2,-1.992753623,0.4,Make optimistic comment
20160115,1,1,8,2,20,10,0.220750552,3,"Make an appeal or request, not specified below"
20160115,1,1,23,2,20,2,-1.75879397,3,"Make an appeal or request, not specified below"
20160115,1,1,14,2,31,10,1.432664756,5.2,"Express intent to engage in material cooperation, not specified below"
20160115,1,1,20,2,31,10,5.801104972,5.2,"Express intent to engage in material cooperation, not specified below"
20160115,1,1,23,2,50,10,-0.721153846,3.5,"Engage in diplomatic cooperation, not specified below"
20160115,1,1,4,2,60,20,-3.339717509,6,"Engage in material cooperation, not specified below"
20160115,1,1,46,2,80,2,-3.080082136,5,"Yield, not specified below"
20160115,1,1,11,2,90,10,-6.069364162,-2,"Investigate, not specified below"
20160115,1,1,4,2,311,10,-2.341920375,5.2,Express intent to cooperate economically
20160116,1,1,3,2,85,8,-2.414772727,7,"Ease economic sanctions, boycott, embargo"
20160116,1,1,9,2,10,8,2.325581395,0,"Make statement, not specified below"
20160116,1,1,20,2,10,3,-2.253521127,0,"Make statement, not specified below"
20160116,1,1,14,2,46,10,0.321543408,7,Engage in negotiation
20160116,1,1,23,2,50,10,-0.488997555,3.5,"Engage in diplomatic cooperation, not specified below"
20160116,1,1,27,2,90,4,-2.631578947,-2,"Investigate, not specified below"
20160117,1,1,23,2,842,2,-1.75879397,7,"Return, release property"
20160117,1,1,9,2,10,2,0.806451613,0,"Make statement, not specified below"
20160117,1,1,2,2,20,20,-3.874717469,3,"Make an appeal or request, not specified below"
20160117,1,1,12,2,20,3,-3.652173913,3,"Make an appeal or request, not specified below"
20160117,1,1,23,2,20,2,-1.75879397,3,"Make an appeal or request, not specified below"
20160117,1,1,23,2,50,10,-0.488997555,3.5,"Engage in diplomatic cooperation, not specified below"
20160117,1,1,34,2,51,10,2.112676056,3.4,Praise or endorse
20160117,1,1,26,2,120,6,-2.369668246,-4,"Reject, not specified below"
20160117,1,1,40,2,120,4,-2.369668246,-4,"Reject, not specified below"
20160117,1,1,9,2,173,3,2.739726027,-5,"Arrest, detain, or charge with legal action"
20160118,1,1,20,2,14,2,0.854700855,0,Consider policy option
20160118,1,1,23,2,36,7,-2.105263158,4,Express intent to meet or negotiate
20160118,1,1,5,2,40,10,0.541271989,1,"Consult, not specified below"
20160118,1,1,40,2,46,8,1.687763713,7,Engage in negotiation
20160118,1,1,23,2,50,10,-0.492610837,3.5,"Engage in diplomatic cooperation, not specified below"
20160118,1,1,40,2,51,8,1.687763713,3.4,Praise or endorse
20160118,1,1,23,2,71,10,1.631701632,7.4,Provide economic aid
20160118,1,1,8,2,163,6,-1.633986928,-8,"Impose embargo, boycott, or sanctions"
20160119,1,1,37,2,81,30,-2.855003922,5,"Ease administrative sanctions, not specified below"
20160119,1,1,40,2,10,10,1.697127937,0,"Make statement, not specified below"
20160119,1,1,15,2,30,5,3.680981595,4,"Express intent to cooperate, not specified below"
20160119,1,1,2,2,40,2,0,1,"Consult, not specified below"
20160119,1,1,40,2,90,8,-3.196564885,-2,"Investigate, not specified below"
20160119,1,1,4,2,114,10,-3.703703704,-2,Complain officially
20160119,1,1,9,2,120,10,-1.604938272,-4,"Reject, not specified below"
20160119,1,1,33,2,190,9,-6.820799356,-10,"Use conventional military force, not specified below"
20160120,1,1,11,2,13,10,-0.735294118,0.4,Make optimistic comment
20160120,1,1,22,2,20,10,0.344827586,3,"Make an appeal or request, not specified below"
20160121,1,1,23,2,40,5,-5.200945626,1,"Consult, not specified below"
20160121,1,1,22,2,42,2,1.630434783,1.9,Make a visit
20160121,1,1,9,2,46,5,-5.704697987,7,Engage in negotiation
20160121,1,1,23,2,46,5,-5.200945626,7,Engage in negotiation
20160121,1,1,12,2,163,2,-2.033271719,-8,"Impose embargo, boycott, or sanctions"
20160122,1,1,12,2,10,10,-0.786369594,0,"Make statement, not specified below"
20160122,1,1,22,2,80,4,-0.786369594,5,"Yield, not specified below"
20160122,1,1,9,2,90,4,-8.680555556,-2,"Investigate, not specified below"
20160122,1,1,36,2,163,1,-4.844290657,-8,"Impose embargo, boycott, or sanctions"
20160122,1,1,15,2,190,2,-0.063451777,-10,"Use conventional military force, not specified below"
20160123,1,1,29,2,46,1,4.320987654,7,Engage in negotiation
20160123,1,1,5,2,61,10,-2.146341463,6.4,Cooperate economically
20160123,1,1,8,2,110,10,-1.976744186,-2,"Disapprove, not specified below"
20160123,1,1,14,2,120,12,-3.035444947,-4,"Reject, not specified below"
20160124,1,1,5,2,138,3,-0.471698105,-7,"Threaten with military force, not specified below"
20160125,1,1,41,2,10,10,0.720461095,0,"Make statement, not specified below"
20160125,1,1,5,2,43,2,-1.123595506,2.8,Host a visit
20160125,1,1,8,2,43,6,-1.123595506,2.8,Host a visit
20160125,1,1,38,2,43,4,3.78250591,2.8,Host a visit
20160125,1,1,40,2,43,2,-1.123595506,2.8,Host a visit
20160125,1,1,41,2,43,10,0.720461095,2.8,Host a visit
20160125,1,1,5,2,60,12,-0.648508431,6,"Engage in material cooperation, not specified below"
20160125,1,1,40,2,61,2,-1.02425876,6.4,Cooperate economically
20160125,1,1,40,2,90,8,-1.90023753,-2,"Investigate, not specified below"
20160125,1,1,9,2,130,1,-6.39032793,-4.400000095,"Threaten, not specified below"
20160126,1,1,41,2,10,10,0.753012048,0,"Make statement, not specified below"
20160126,1,1,41,2,13,3,-1.515151501,0.400000006,Make optimistic comment
20160126,1,1,40,2,20,40,-0.860792501,3,"Make an appeal or request, not specified below"
20160126,1,1,5,2,36,10,3.892215569,4,Express intent to meet or negotiate
20160126,1,1,40,2,40,1,-1.02629891,1,"Consult, not specified below"
20160126,1,1,5,2,43,2,-1.123595506,2.8,Host a visit
20160126,1,1,8,2,43,6,-1.123595506,2.8,Host a visit
20160126,1,1,38,2,43,8,3.795972127,2.8,Host a visit
20160126,1,1,40,2,43,4,-0.738476198,2.8,Host a visit
20160126,1,1,41,2,43,10,0.753012048,2.8,Host a visit
20160126,1,1,12,2,46,2,1.282051282,7,Engage in negotiation
20160126,1,1,9,2,80,2,-1.427868045,5,"Yield, not specified below"
20160126,1,1,15,2,80,8,-1.427868045,5,"Yield, not specified below"
20160126,1,1,23,2,80,10,-0.325027086,5,"Yield, not specified below"
20160126,1,1,40,2,80,20,-0.58224163,5,"Yield, not specified below"
20160127,1,1,8,2,10,5,-3.96039604,0,"Make statement, not specified below"
20160127,1,1,22,2,10,6,0,0,"Make statement, not specified below"
20160127,1,1,11,2,20,10,-1.347708895,3,"Make an appeal or request, not specified below"
20160127,1,1,40,2,20,8,0,3,"Make an appeal or request, not specified below"
20160127,1,1,22,2,42,10,0,1.9,Make a visit
20160127,1,1,23,2,46,2,2.494802495,7,Engage in negotiation
20160127,1,1,40,2,46,1,1.119402985,7,Engage in negotiation
20160127,1,1,40,2,51,1,1.119402985,3.4,Praise or endorse
20160127,1,1,40,2,80,10,0,5,"Yield, not specified below"
20160127,1,1,8,2,100,5,-3.96039604,-5,"Demand, not specified below"
20160127,1,1,23,2,112,10,-1.023890785,-2,"Accuse, not specified below"
20160127,1,1,40,2,163,6,-1.272438082,-8,"Impose embargo, boycott, or sanctions"
20160127,1,1,23,2,172,10,0,-5,"Impose administrative sanctions, not specified below"
20160128,1,1,21,2,17,3,8.424908425,0,Engage in symbolic act
20160128,1,1,5,2,10,10,0,0,"Make statement, not specified below"
20160128,1,1,5,2,20,6,-3.47107438,3,"Make an appeal or request, not specified below"
20160128,1,1,12,2,20,4,-2.312138728,3,"Make an appeal or request, not specified below"
20160128,1,1,40,2,20,10,0.634920635,3,"Make an appeal or request, not specified below"
20160128,1,1,40,2,40,3,-2.510460251,1,"Consult, not specified below"
20160128,1,1,5,2,60,10,0,6,"Engage in material cooperation, not specified below"
20160128,1,1,40,2,80,10,0.634920635,5,"Yield, not specified below"
20160128,1,1,42,2,100,10,-1.886792453,-5,"Demand, not specified below"
20160129,1,1,21,2,17,3,7.221006565,0,Engage in symbolic act
20160129,1,1,22,2,33,60,2.151337038,5.2,"Express intent to provide material aid, not specified below"
20160129,1,1,5,2,20,5,-1.465201465,3,"Make an appeal or request, not specified below"
20160129,1,1,22,2,20,60,2.151337038,3,"Make an appeal or request, not specified below"
20160129,1,1,40,2,20,15,-1.768895717,3,"Make an appeal or request, not specified below"
20160129,1,1,4,2,42,3,-0.842418236,1.9,Make a visit
20160129,1,1,40,2,42,5,-3.708439898,1.9,Make a visit
20160129,1,1,6,2,43,6,1.168614357,2.8,Host a visit
20160129,1,1,40,2,80,10,0.170648464,5,"Yield, not specified below"
20160130,1,1,40,2,20,5,-2.492668622,3,"Make an appeal or request, not specified below"
20160130,1,1,23,2,40,10,-3.771551724,1,"Consult, not specified below"
20160130,1,1,8,2,43,2,-0.684931507,2.8,Host a visit
20160131,1,1,5,2,12,1,0.380469245,-0.4,Make pessimistic comment
20160131,1,1,5,2,20,2,-2.953586498,3,"Make an appeal or request, not specified below"
20160131,1,1,40,2,20,10,0.267379679,3,"Make an appeal or request, not specified below"
20160131,1,1,41,2,51,8,2.221032914,3.4,Praise or endorse
20160201,1,1,8,2,10,10,-1.518987342,0,"Make statement, not specified below"
20160201,1,1,40,2,10,10,-2.816901408,0,"Make statement, not specified below"
20160201,1,1,22,2,20,10,2.915451895,3,"Make an appeal or request, not specified below"
20160201,1,1,47,2,20,10,2.182539683,3,"Make an appeal or request, not specified below"
20160201,1,1,30,2,42,10,-2.903225806,1.9,Make a visit
20160201,1,1,27,2,43,10,0.574712644,2.8,Host a visit
20160201,1,1,22,2,51,10,0.069143819,3.4,Praise or endorse
20160201,1,1,30,2,80,10,-2.903225806,5,"Yield, not specified below"
20160201,1,1,30,2,90,5,-1.941747573,-2,"Investigate, not specified below"
20160201,1,1,23,2,100,5,-3.711790393,-5,"Demand, not specified below"
20160202,1,1,14,2,45,10,-0.729927007,5,Mediate
20160202,1,1,10,2,20,5,1.385681293,3,"Make an appeal or request, not specified below"
20160202,1,1,19,2,20,5,1.385681293,3,"Make an appeal or request, not specified below"
20160202,1,1,22,2,20,6,0.730688935,3,"Make an appeal or request, not specified below"
20160202,1,1,22,2,61,10,-3.691275168,6.4,Cooperate economically
20160202,1,1,13,2,110,8,-5.36912775,-2,"Disapprove, not specified below"
20160202,1,1,14,2,110,6,0.586510264,-2,"Disapprove, not specified below"
20160202,1,1,21,2,111,10,-1.245753114,-2,Criticize or denounce
20160202,1,1,31,2,160,5,-2.093023256,-4,"Reduce relations, not specified below"
20160202,1,1,4,2,173,2,-1.158301158,-5,"Arrest, detain, or charge with legal action"
20160202,1,1,23,2,173,6,-2.982954545,-5,"Arrest, detain, or charge with legal action"
20160203,1,1,8,2,833,5,0,5,Accede to demands for rights
20160203,1,1,21,2,10,2,-0.791556728,0,"Make statement, not specified below"
20160203,1,1,2,2,13,2,2.479338843,0.4,Make optimistic comment
20160203,1,1,23,2,42,6,-5.476190476,1.9,Make a visit
20160203,1,1,2,2,43,8,-0.357621815,2.8,Host a visit
20160203,1,1,11,2,43,5,3.333333333,2.8,Host a visit
20160203,1,1,23,2,111,10,-0.746268657,-2,Criticize or denounce
20160203,1,1,23,2,112,10,-0.210526316,-2,"Accuse, not specified below"
20160204,1,1,2,2,833,5,0.569476082,5,Accede to demands for rights
20160204,1,1,31,2,73,10,1.56555773,7.4,Provide humanitarian aid
20160204,1,1,41,2,10,4,-1.539708266,0,"Make statement, not specified below"
20160204,1,1,36,2,20,10,-1.275917065,3,"Make an appeal or request, not specified below"
20160204,1,1,16,2,36,5,0,4,Express intent to meet or negotiate
20160204,1,1,16,2,50,5,0,3.5,"Engage in diplomatic cooperation, not specified below"
20160204,1,1,5,2,57,6,6.25,8,Sign formal agreement
20160204,1,1,21,2,84,6,-0.780031201,7,"Return, release, not specified below"
20160204,1,1,20,2,112,10,-7.894736842,-2,"Accuse, not specified below"
20160205,1,1,40,2,13,2,-6.382978723,0.4,Make optimistic comment
20160205,1,1,27,2,20,5,-2.661596958,3,"Make an appeal or request, not specified below"
20160205,1,1,16,2,36,5,-0.166666667,4,Express intent to meet or negotiate
20160205,1,1,23,2,40,10,-3.986710963,1,"Consult, not specified below"
20160205,1,1,41,2,42,4,-5.638914761,1.9,Make a visit
20160205,1,1,5,2,43,4,-0.725513906,2.8,Host a visit
20160205,1,1,16,2,50,5,-0.166666667,3.5,"Engage in diplomatic cooperation, not specified below"
20160205,1,1,2,2,51,2,6.632653061,3.4,Praise or endorse
20160206,1,1,5,2,20,6,-5.400981997,3,"Make an appeal or request, not specified below"
20160206,1,1,26,2,20,10,-1.98019802,3,"Make an appeal or request, not specified below"
20160206,1,1,23,2,30,5,0,4,"Express intent to cooperate, not specified below"
20160206,1,1,11,2,43,7,4.610951009,2.8,Host a visit
20160206,1,1,23,2,172,5,0,-5,"Impose administrative sanctions, not specified below"
20160207,1,1,5,2,20,6,-4.886561955,3,"Make an appeal or request, not specified below"
20160207,1,1,5,2,90,2,-3.720930233,-2,"Investigate, not specified below"
20160208,1,1,26,2,20,10,-1.98019802,3,"Make an appeal or request, not specified below"
20160208,1,1,40,2,20,10,0,3,"Make an appeal or request, not specified below"
20160208,1,1,23,2,30,5,0.241545894,4,"Express intent to cooperate, not specified below"
20160208,1,1,23,2,40,10,-3.631961346,1,"Consult, not specified below"
20160208,1,1,40,2,50,2,-4.112149533,3.5,"Engage in diplomatic cooperation, not specified below"
20160208,1,1,23,2,172,5,0.241545894,-5,"Impose administrative sanctions, not specified below"
20160209,1,1,5,2,10,10,-3.363006924,0,"Make statement, not specified below"
20160209,1,1,22,2,20,5,0.730688935,3,"Make an appeal or request, not specified below"
20160209,1,1,29,2,36,2,4.098360656,4,Express intent to meet or negotiate
20160209,1,1,40,2,50,10,2.702702703,3.5,"Engage in diplomatic cooperation, not specified below"
20160209,1,1,19,2,51,10,2.985074627,3.4,Praise or endorse
20160209,1,1,22,2,51,4,-1.466992665,3.4,Praise or endorse
20160209,1,1,5,2,111,2,1.608579088,-2,Criticize or denounce
20160210,1,1,41,2,20,2,-2.586206897,3,"Make an appeal or request, not specified below"
20160210,1,1,5,2,31,10,1.210287443,5.2,"Express intent to engage in material cooperation, not specified below"
20160210,1,1,22,2,51,4,-1.346801347,3.4,Praise or endorse
20160210,1,1,27,2,70,10,0,7,"Provide aid, not specified below"
20160210,1,1,2,2,190,7,1.657458564,-10,"Use conventional military force, not specified below"
20160211,1,1,4,2,14,3,-4.637681159,0,Consider policy option
20160211,1,1,11,2,14,2,-4.637681159,0,Consider policy option
20160211,1,1,23,2,20,10,-2.518891688,3,"Make an appeal or request, not specified below"
20160211,1,1,9,2,31,1,-1.92926045,5.2,"Express intent to engage in material cooperation, not specified below"
20160211,1,1,5,2,42,10,-1.483679525,1.9,Make a visit
20160211,1,1,24,2,61,5,-0.218818381,6.4,Cooperate economically
20160211,1,1,27,2,110,10,-3.353057199,-2,"Disapprove, not specified below"
20160212,1,1,5,2,1712,2,-1.696113074,-9.2,Destroy property
20160212,1,1,5,2,10,10,4.365079365,0,"Make statement, not specified below"
20160212,1,1,43,2,13,3,0.475059382,0.4,Make optimistic comment
20160212,1,1,4,2,14,8,-3.773584906,0,Consider policy option
20160212,1,1,11,2,14,2,-3.773584906,0,Consider policy option
20160212,1,1,23,2,14,5,-4.960141718,0,Consider policy option
20160212,1,1,5,2,20,6,-1.92153723,3,"Make an appeal or request, not specified below"
20160212,1,1,23,2,20,10,0.198019802,3,"Make an appeal or request, not specified below"
20160212,1,1,21,2,51,6,8.839779006,3.4,Praise or endorse
20160212,1,1,23,2,51,2,5.147058964,3.400000095,Praise or endorse
20160212,1,1,31,2,51,2,8.839779006,3.4,Praise or endorse
20160212,1,1,36,2,61,10,-1.756954612,6.4,Cooperate economically
20160212,1,1,9,2,110,6,1.296829971,-2,"Disapprove, not specified below"
20160212,1,1,40,2,111,6,0.699300699,-2,Criticize or denounce
20160213,1,1,5,2,10,10,4,0,"Make statement, not specified below"
20160213,1,1,27,2,20,10,2.599009901,3,"Make an appeal or request, not specified below"
20160213,1,1,45,2,50,8,1.84501845,3.5,"Engage in diplomatic cooperation, not specified below"
20160213,1,1,36,2,61,20,-1.652510659,6.4,Cooperate economically
20160213,1,1,30,2,120,10,0,-4,"Reject, not specified below"
20160214,1,1,8,2,841,3,-1.727115717,7,"Return, release person(s)"
20160214,1,1,20,2,31,2,0.314465409,5.2,"Express intent to engage in material cooperation, not specified below"
20160214,1,1,27,2,31,2,0.314465409,5.2,"Express intent to engage in material cooperation, not specified below"
20160214,1,1,38,2,42,30,-0.401124919,1.9,Make a visit
20160214,1,1,36,2,61,10,-1.680327869,6.4,Cooperate economically
20160214,1,1,38,2,84,40,-0.401124919,7,"Return, release, not specified below"
20160215,1,1,8,2,841,3,-1.700680272,7,"Return, release person(s)"
20160215,1,1,36,2,43,9,-0.350877193,2.8,Host a visit
20160215,1,1,40,2,51,14,-3.234669664,3.4,Praise or endorse
20160216,1,1,40,2,13,10,0.558659218,0.4,Make optimistic comment
20160216,1,1,44,2,13,10,2.935420744,0.4,Make optimistic comment
20160216,1,1,23,2,40,8,-1.421800948,1,"Consult, not specified below"
20160216,1,1,40,2,51,10,-3.03030303,3.4,Praise or endorse
20160216,1,1,8,2,57,6,1.408450704,8,Sign formal agreement
20160216,1,1,27,2,71,10,2.865329513,7.4,Provide economic aid
20160216,1,1,9,2,90,10,-1.754385965,-2,"Investigate, not specified below"
20160216,1,1,40,2,163,10,-3.953712633,-8,"Impose embargo, boycott, or sanctions"
20160216,1,1,43,2,163,10,-3.964757709,-8,"Impose embargo, boycott, or sanctions"
20160216,1,1,11,2,173,8,-5.311778291,-5,"Arrest, detain, or charge with legal action"
20160217,1,1,6,2,26,10,-5.027932961,4,Appeal to others to meet or negotiate
20160217,1,1,41,2,10,10,-2.450980392,0,"Make statement, not specified below"
20160217,1,1,44,2,10,5,4.597701149,0,"Make statement, not specified below"
20160217,1,1,8,2,20,5,0.307692308,3,"Make an appeal or request, not specified below"
20160217,1,1,40,2,20,5,-4.060324826,3,"Make an appeal or request, not specified below"
20160217,1,1,45,2,40,2,2.534562212,1,"Consult, not specified below"
20160217,1,1,40,2,80,2,-0.81300813,5,"Yield, not specified below"
20160217,1,1,11,2,90,10,1.668302257,-2,"Investigate, not specified below"
20160217,1,1,41,2,111,10,-2.450980392,-2,Criticize or denounce
20160217,1,1,41,2,120,10,-2.450980392,-4,"Reject, not specified below"
20160218,1,1,41,2,13,10,0.134048257,0.4,Make optimistic comment
20160218,1,1,27,2,14,10,-2.232142857,0,Consider policy option
20160218,1,1,45,2,40,2,1.812688822,1,"Consult, not specified below"
20160218,1,1,5,2,120,6,-0.244798042,-4,"Reject, not specified below"
20160219,1,1,41,2,1043,10,-7.7,-5,Demand rights
20160219,1,1,20,2,14,10,-2.743902439,0,Consider policy option
20160219,1,1,20,2,20,3,-1.670146138,3,"Make an appeal or request, not specified below"
20160219,1,1,8,2,42,10,-7.123287678,1.899999976,Make a visit
20160219,1,1,40,2,42,5,3.53200883,1.9,Make a visit
20160219,1,1,12,2,51,10,-0.621118012,3.4,Praise or endorse
20160219,1,1,42,2,51,10,3.816793893,3.4,Praise or endorse
20160219,1,1,22,2,90,6,-6.060606061,-2,"Investigate, not specified below"
20160220,1,1,38,2,41,10,-3.870967627,1,Discuss by telephone
20160220,1,1,41,2,1043,10,-8.435072142,-5,Demand rights
20160220,1,1,41,2,42,4,1.391650099,1.9,Make a visit
20160221,1,1,36,2,11,4,-1.731601732,-0.1,Decline comment
20160221,1,1,41,2,1043,10,-8.351893096,-5,Demand rights
20160221,1,1,4,2,31,5,-1.575931232,5.2,"Express intent to engage in material cooperation, not specified below"
20160221,1,1,36,2,80,2,-1.731601732,5,"Yield, not specified below"
20160222,1,1,9,2,20,10,2.239789196,3,"Make an appeal or request, not specified below"
20160222,1,1,12,2,43,10,-0.819672108,2.799999952,Host a visit
20160222,1,1,12,2,71,3,-1.88989318,7.4,Provide economic aid
20160222,1,1,12,2,111,2,-2.59842515,-2,Criticize or denounce
20160222,1,1,5,2,120,6,1.232665658,-4,"Reject, not specified below"
20160223,1,1,40,2,20,10,-7.73381295,3,"Make an appeal or request, not specified below"
20160223,1,1,40,2,40,10,-0.449438214,1,"Consult, not specified below"
20160223,1,1,24,2,61,4,-2.941176471,6.4,Cooperate economically
20160223,1,1,12,2,71,6,-2.338376891,7.4,Provide economic aid
20160223,1,1,40,2,130,10,-1.863354087,-4.400000095,"Threaten, not specified below"
20160224,1,1,40,2,45,10,0.203873598,5,Mediate
20160224,1,1,36,2,10,2,-4.356435776,0,"Make statement, not specified below"
20160224,1,1,9,2,31,10,2.868852459,5.2,"Express intent to engage in material cooperation, not specified below"
20160224,1,1,20,2,31,5,0.826446281,5.2,"Express intent to engage in material cooperation, not specified below"
20160224,1,1,40,2,36,10,0.203873598,4,Express intent to meet or negotiate
20160224,1,1,13,2,51,3,1.988636364,3.4,Praise or endorse
20160224,1,1,5,2,70,6,0.363967243,7,"Provide aid, not specified below"
20160224,1,1,41,2,71,5,-0.884955752,7.4,Provide economic aid
20160224,1,1,5,2,110,6,0.363967243,-2,"Disapprove, not specified below"
20160224,1,1,5,2,120,6,-1.552795031,-4,"Reject, not specified below"
